Reference_Observation_Point_Name,Reference_Observation_Point_Latitude,Reference_Observation_Point_Longitude,Real_Observation_Point_Name,Real_Observation_Point_Date,Real_Observation_Point_Latitude,Real_Observation_Point_Longitude,Display_Station_Name,Display_Station_Latitude,Display_Station_Longitude,Displaying_Male_Number
P12-3,33.304,-3.824,P12-3M14,15/05/2013 06:00:00,33.30426,-3.8242,NULL,NULL,NULL,1
P04-5,33.176,-3.991,P04-5M17,21/05/2013 05:02:00,33.17585,-3.99081,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,P03-1BM05,21/05/2013 06:55:00,33.15824,-4.02022,NULL,NULL,NULL,1
P06-9,33.236,-4.032,P06-9M05,22/05/2013 07:02:00,33.23505,-4.03156,NULL,NULL,NULL,1
P08-D,33.226,-3.870,P08DM14,23/05/2013 05:09:00,33.22626,-3.86971,NULL,NULL,NULL,1
P12-3,33.304,-3.824,P12-3M11,2/5/2013 6:09,33.30424,-3.82421,NULL,NULL,NULL,1
P04-6,33.184,-4.004,P04-6M30,7/5/2013 5:42,33.18439,-4.00408,NULL,NULL,NULL,1
P09-5,33.262,-3.912,P09-5M20,9/5/2013 5:53,33.26151,-3.91199,L20M20,33.25904,-3.90796,1
P06-2,33.198,-3.898,P06-2M05,9/5/2013 6:44,33.19824,-3.89783,NULL,NULL,NULL,1
P13-4,33.334,-3.801,P13-4M14,14/05/2013 06:09:00,33.33416,-3.8014,NULL,NULL,NULL,1
P04-1,33.136,-3.921,P04-1M25,16/05/2013 05:24:00,33.13619,-3.92144,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9M17,21/05/2013 06:30:00,33.21895,-4.06241,NULL,NULL,NULL,1
P03-D,33.193,-3.994,P03-DM11,22/05/2013 05:06:00,33.19306,-3.99385,NULL,NULL,NULL,1
P08-5,33.243,-3.936,P08-5M20,22/05/2013 05:09:00,33.24334,-3.93573,NULL,NULL,NULL,1
P02-C,33.295,-3.841,P02CM03,22/05/2013 06:00:00,33.29447,-3.84088,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3M05,24/01/2014 08:32:00,33.17235,-3.93715,NULL,NULL,NULL,1
P05-4,33.176,-3.959,P05-4M04,24/01/2014 08:50:00,33.1759,-3.95855,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7M06,13/02/2014 07:33:00,33.23024,-4.00458,NULL,NULL,NULL,1
P12-4,33.310,-3.846,P12-4M06,22/02/2014 08:09:00,33.30962,-3.84594,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7M14,25/02/2014 07:03:00,33.23021,-4.00471,NULL,NULL,NULL,1
P10-9,33.311,-3.967,P10-9M14,26/02/2014 08:07:00,33.31143,-3.96735,NULL,NULL,NULL,1
P12-5,33.317,-3.864,P12-5M14,27/02/2014 07:02:00,33.31687,-3.86448,D10M14,33.31611,-3.86684,1
P12-5,33.317,-3.864,P12-5M14,27/02/2014 07:02:00,33.31687,-3.86448,D11M14,33.30909,-3.8617,1
P08-D,33.226,-3.870,P08-DM14,1/3/2014 6:48,33.22627,-3.8697,D12M14,33.23787,-3.88202,1
P05-3,33.172,-3.937,P05-3M17,3/3/2014 7:52,33.17235,-3.93712,NULL,NULL,NULL,1
P08-4,33.234,-3.917,P08-4M25,8/3/2014 6:41,33.23362,-3.91746,D01M25,33.22933,-3.9386,1
P13-3,33.326,-3.782,P13-3M20,17/03/2014 06:56:00,33.32641,-3.78207,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3M14,17/03/2014 07:08:00,33.11966,-4.00803,D31M14,33.13069,-3.99952,1
P11-3,33.281,-3.863,P11-3M04,19/03/2014 06:58:00,33.28109,-3.86343,L26M04,33.2851,-3.87103,1
P09-6,33.271,-3.931,P09-6M03,21/03/2014 06:57:00,33.27128,-3.93147,NULL,NULL,NULL,1
P11-4,33.295,-3.882,P11-4M03,3/4/2014 6:39,33.2946,-3.88212,L06M03,33.29732,-3.88023,1
P03-2,33.131,-3.977,P03-2M25,8/4/2014 6:25,33.13055,-3.97687,D07M25,33.13661,-3.98049,1
P12-3,33.304,-3.824,P12-3M11,12/4/2014 5:58,33.30423,-3.82418,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5M17,17/04/2014 06:27:00,33.17554,-4.0209,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,P03-4BM14,18/04/2014 06:30:00,33.18034,-4.0766,NULL,NULL,NULL,1
P10-6,33.291,-3.930,P10-6M30,19/04/2014 06:50:00,33.29104,-3.93059,NULL,NULL,NULL,1
P02-6,33.149,-4.063,P02-6M30,29/04/2014 05:54:00,33.14909,-4.063,NULL,NULL,NULL,1
P05-1,33.167,-3.891,P05-1M14,2/5/2014 5:39,33.16661,-3.89162,NULL,NULL,NULL,1
P07-6,33.246,-3.965,P07-6M06,9/5/2014 5:33,33.24633,-3.96455,NULL,NULL,NULL,1
P05-1,33.167,-3.891,P05-1M17,13/05/2014 05:18:00,33.16658,-3.89127,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3M17,13/05/2014 05:52:00,33.17236,-3.93712,NULL,NULL,NULL,1
P03-2,33.131,-3.977,P03-2M17,14/05/2014 05:33:00,33.13056,-3.97685,NULL,NULL,NULL,1
P05-5,33.181,-3.979,P05-5M17,17/05/2014 05:14:00,33.18114,-3.97949,NULL,NULL,NULL,1
P09-2,33.234,-3.856,P09-2M26,20/05/2014 05:29:00,33.23378,-3.85589,NULL,NULL,NULL,1
P13-1,33.319,-3.763,P13-1,19/01/2010 07:29:00,33.31854,-3.76261,NULL,NULL,NULL,1
P11-3,33.281,-3.863,P11-3,19/01/2010 08:00:00,33.28109,-3.86344,NULL,NULL,NULL,1
P13-5,33.342,-3.821,P13-5,3/2/2010 8:24,33.34199,-3.82083,NULL,NULL,NULL,1
P11-4,33.295,-3.882,P11-4,4/2/2010 8:05,33.29457,-3.88211,NULL,NULL,NULL,1
P09-4,33.252,-3.893,P09-4,5/2/2010 7:41,33.25192,-3.89307,10P03D,33.23835,-3.90392,1
P08-5,33.243,-3.936,P08-5,10/2/2010 7:11,33.24334,-3.93573,10P02A,33.24619,-3.94446,1
P08-5,33.243,-3.936,P08-5,10/2/2010 7:11,33.24334,-3.93573,10P01A,33.24115,-3.9418,1
P08-6,33.255,-3.958,P08-6M05,23/05/2014 05:29:00,33.25555,-3.95774,NULL,NULL,NULL,1
P12-6,33.323,-3.884,P12-6M25,23/05/2014 06:46:00,33.32312,-3.88447,NULL,NULL,NULL,1
P03-2,33.131,-3.977,P03-2,17/02/2010 07:17:00,33.13055,-3.97684,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2,18/02/2010 07:45:00,33.16954,-3.91237,10P04Q,33.16571,-3.92099,1
P07-2,33.210,-3.890,P07-2,24/02/2010 07:20:00,33.21034,-3.88954,10P03J,33.20217,-3.90569,1
P07-2,33.210,-3.890,P07-2,24/02/2010 07:20:00,33.21034,-3.88954,10P02J,33.20288,-3.90223,1
P07-2,33.210,-3.890,P07-2,24/02/2010 07:20:00,33.21034,-3.88954,10P01J,33.21291,-3.89683,1
P12-5,33.317,-3.864,P12-5,25/02/2010 07:10:00,33.31687,-3.86446,NULL,NULL,NULL,1
P10-4,33.281,-3.888,P10-4,25/02/2010 17:13:00,33.28101,-3.88759,NULL,NULL,NULL,1
P13-3,33.326,-3.782,P13-3,1/3/2010 8:00,33.3264,-3.78209,10P03FV,33.33597,-3.79065,1
P13-3,33.326,-3.782,P13-3,1/3/2010 8:00,33.3264,-3.78209,10P02FV,33.32871,-3.79142,1
P08-4,33.234,-3.917,P08-4,1/3/2010 8:56,33.23359,-3.91744,NULL,NULL,NULL,1
P07-5,33.235,-3.948,P07-5,10/3/2010 7:15,33.23492,-3.94798,NULL,NULL,NULL,1
P10-7,33.298,-3.967,P10-7,17/03/2010 07:50:00,33.29785,-3.96654,NULL,NULL,NULL,1
P09-6,33.271,-3.931,P09-6,23/03/2010 06:56:00,33.27127,-3.93145,10P01U,33.27244,-3.92338,1
P09-6,33.271,-3.931,P09-6,23/03/2010 06:56:00,33.27127,-3.93145,10P02U,33.27714,-3.93867,1
P07-6,33.246,-3.965,P07-6M20,8/2/2013 7:49,33.24637,-3.9645,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9M11,8/2/2013 8:17,33.21896,-4.0624,NULL,NULL,NULL,1
P08-C,33.207,-3.982,P08CM05,13/02/2013 07:47:45,33.20712,-3.98201,NULL,NULL,NULL,1
P02-6,33.149,-4.063,P02-6M30,15/02/2013 07:28:25,33.14912,-4.06302,NULL,NULL,NULL,1
P09-4,33.252,-3.893,P09-4M04,19/02/2013 08:33:20,33.25189,-3.89303,L06M04,33.23894,-3.89383,1
P06-D,33.330,-3.834,P06DM03,20/02/2013 08:03:45,33.33026,-3.83382,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3M04,21/02/2013 07:33:24,33.17238,-3.9372,NULL,NULL,NULL,1
P10-5,33.286,-3.910,P10-5M20,26/02/2013 08:02:08,33.2862,-3.9097,D10M20,33.28744,-3.91939,1
P08-C,33.207,-3.982,P08CM05,15/01/2015 08:04:00,33.20713,-3.9821,NULL,NULL,NULL,1
P13-1,33.319,-3.763,P13-1M06,15/01/2015 08:15:00,33.31856,-3.7626,NULL,NULL,NULL,1
P09-1,33.228,-3.835,P09-1M17,27/01/2015 07:06:00,33.22805,-3.83544,NULL,NULL,NULL,1
P05-8,33.203,-4.046,P05-8M25,10/2/2015 8:01,33.20317,-4.04591,NULL,NULL,NULL,1
P06-3,33.202,-3.919,P06-3M20,12/2/2015 7:06,33.20231,-3.91902,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,P03-4BM14,17/02/2015 08:00:00,33.18038,-4.07652,NULL,NULL,NULL,1
P07-6,33.246,-3.965,P07-6M20,20/02/2015 07:30:00,33.24639,-3.9645,NULL,NULL,NULL,1
P09-5,33.262,-3.912,P09-5M14,21/02/2015 07:46:00,33.26154,-3.91201,D02M14,33.2641,-3.91658,1
P06-6,33.221,-3.985,P06-6M03,25/02/2015 06:46:00,33.22112,-3.98531,NULL,NULL,NULL,1
P13-2,33.322,-3.773,P13-2,29/03/2010 07:18:00,33.32243,-3.77311,10P07BJ,33.33222,-3.78067,1
P12-4,33.310,-3.846,P12-4,31/03/2010 08:13:00,33.30964,-3.84591,NULL,NULL,NULL,1
P02-4,33.133,-4.024,P02-4,1/4/2010 7:27,33.13312,-4.02376,NULL,NULL,NULL,1
P08-3,33.226,-3.901,P08-3,1/4/2010 8:03,33.22589,-3.90139,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8,6/4/2010 7:30,33.30266,-3.94775,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2,14/04/2010 06:34:00,33.16954,-3.91237,NULL,NULL,NULL,1
P02-C,33.295,-3.841,P02C,28/04/2010 07:18:00,33.29458,-3.84073,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7,29/04/2010 06:15:00,33.23025,-4.00459,NULL,NULL,NULL,1
P04-5,33.176,-3.991,P04-5,5/5/2010 5:14,33.17586,-3.9908,NULL,NULL,NULL,1
P04-8,33.202,-4.033,P04-8,16/01/2008 08:18:00,33.20248,-4.03304,NULL,NULL,NULL,1
P09-8,33.285,-3.976,P09-8,16/01/2008 08:58:00,33.2847,-3.97554,NULL,NULL,NULL,1
P03-5B,33.163,-4.082,P03-5b,17/01/2008 08:29:00,33.16251,-4.08175,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7,22/01/2008 08:55:00,33.25453,-3.99276,NULL,NULL,NULL,1
P06-8,33.242,-4.022,P06-8,25/01/2008 07:38:00,33.242,-4.02248,NULL,NULL,NULL,1
P04-1,33.136,-3.921,P04-1,10/5/2010 6:28,33.13625,-3.92145,NULL,NULL,NULL,1
P07-2,33.210,-3.890,P07-2,10/5/2010 6:56,33.21034,-3.88954,10P08M,33.20256,-3.90985,1
P07-2,33.210,-3.890,P07-2,10/5/2010 6:56,33.21034,-3.88954,10P07CLA,33.20317,-3.89911,1
P02-4,33.133,-4.024,P02-4,10/5/2010 7:25,33.13312,-4.02376,10P38BJ,33.13022,-4.01075,1
P12-2,33.298,-3.804,P12-2,12/5/2010 7:09,33.29775,-3.80351,10P01G,33.299,-3.80377,1
P06-7,33.230,-4.005,P06-7,18/05/2010 06:56:00,33.23025,-4.00459,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8,19/05/2010 06:52:00,33.30266,-3.94775,NULL,NULL,NULL,1
P12-6,33.323,-3.884,P12-6,24/05/2010 07:46:00,33.3231,-3.88448,NULL,NULL,NULL,1
P08-3,33.226,-3.901,P08-3,27/05/2010 06:58:00,33.22589,-3.90139,NULL,NULL,NULL,1
P05-6,33.180,-4.015,P05-6M03,14/03/2013 06:29:18,33.17979,-4.01501,NULL,NULL,NULL,1
P11-3,33.281,-3.863,P11-3,29/01/2008 08:08:00,33.28109,-3.86344,Q009,33.28891,-3.87403,1
P03-1,33.115,-3.961,P03-1,30/01/2008 07:15:00,33.11466,-3.96077,NULL,NULL,NULL,1
P05-7,33.181,-4.030,P05-7,30/01/2008 07:48:00,33.18125,-4.02987,NULL,NULL,NULL,1
P08-3,33.226,-3.901,P08-3,30/01/2008 08:15:00,33.22589,-3.90139,NULL,NULL,NULL,1
P04-9,33.219,-4.062,P04-9,30/01/2008 08:40:00,33.21895,-4.06241,NULL,NULL,NULL,1
P06-4,33.206,-3.941,P06-4,1/2/2008 7:53,33.2056,-3.94079,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7,1/2/2008 8:48,33.23025,-4.00459,NULL,NULL,NULL,1
P05-C,33.232,-3.965,P05c,7/2/2008 8:07,33.23212,-3.96543,NULL,NULL,NULL,1
P11-4,33.295,-3.882,P11-4,13/02/2008 09:00:00,33.29457,-3.88211,08P05Q,33.28377,-3.87883,1
P08-3,33.226,-3.901,P08-3,20/02/2008 00:00:00,33.22589,-3.90139,NULL,NULL,NULL,1
P05-8,33.203,-4.046,P05-8,20/02/2008 17:00:00,33.20322,-4.04595,NULL,NULL,NULL,1
P09-8,33.285,-3.976,P09-8,21/02/2008 00:00:00,33.2847,-3.97554,NULL,NULL,NULL,1
P06-3,33.202,-3.919,P06-3,27/02/2008 07:21:00,33.2023,-3.91902,NULL,NULL,NULL,1
P06-2,33.198,-3.898,P06-2M25,21/03/2013 06:16:34,33.19822,-3.89745,L06M25,33.20051,-3.89811,1
P07-2,33.210,-3.890,P07-2M25,22/03/2013 06:34:07,33.21035,-3.88953,L09M25,33.21997,-3.89633,1
P07-2,33.210,-3.890,P07-2M25,22/03/2013 06:34:07,33.21035,-3.88953,D08M25,33.21545,-3.89499,1
P09-2,33.234,-3.856,P09-2M11,26/03/2013 06:30:22,33.23378,-3.85593,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7M20,29/03/2013 06:34:18,33.25451,-3.99275,NULL,NULL,NULL,1
P09-7,33.280,-3.949,P09-7,4/3/2008 8:03,33.28004,-3.94882,A001,33.27947,-3.94194,1
P09-7,33.280,-3.949,P09-7,4/3/2008 8:03,33.28004,-3.94882,08P12A,33.28516,-3.9422,1
P07-2,33.210,-3.890,P07-2,13/03/2008 06:49:00,33.21034,-3.88954,08P25D,33.2057,-3.89357,1
P03-1,33.115,-3.961,P03-1,13/03/2008 06:59:00,33.11466,-3.96077,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7,18/03/2008 07:25:00,33.25453,-3.99276,NULL,NULL,NULL,1
P07-5,33.235,-3.948,P07-5,26/03/2008 06:27:00,33.23492,-3.94798,08P05D,33.23036,-3.94145,1
P07-5,33.235,-3.948,P07-5,26/03/2008 06:27:00,33.23492,-3.94798,08P02H,33.24122,-3.94213,1
P07-1,33.196,-3.876,P07-1,28/03/2008 06:15:00,33.19586,-3.87636,NULL,NULL,NULL,1
P03-2B,33.168,-4.044,P03-2b,28/03/2008 06:44:00,33.16835,-4.04417,08P16A,33.17606,-4.05792,1
P08-2,33.216,-3.883,P08-2,29/03/2008 07:02:00,33.21649,-3.88286,NULL,NULL,NULL,1
P13-1,33.319,-3.763,P13-1M11,2/4/2013 6:02,33.31856,-3.76261,NULL,NULL,NULL,1
P08-2,33.216,-3.883,P08-2M30,2/4/2013 6:22,33.21649,-3.88287,NULL,NULL,NULL,1
P13-5,33.342,-3.821,P13-5M11,2/4/2013 7:09,33.34201,-3.82084,NULL,NULL,NULL,1
P12-5,33.317,-3.864,P12-5M11,4/4/2013 6:06,33.31687,-3.86446,NULL,NULL,NULL,1
P12-6,33.323,-3.884,P12-6M11,4/4/2013 6:21,33.32311,-3.88449,NULL,NULL,NULL,1
P05-2,33.170,-3.912,P05-2M25,4/4/2013 6:22,33.16959,-3.91244,D11M25,33.17542,-3.91425,1
P02-7,33.146,-4.081,P02-7M30,9/4/2013 5:58,33.14585,-4.08143,D16M30,33.14262,-4.0796,1
P03-5,33.176,-4.021,P03-5M11,10/4/2013 5:57,33.17553,-4.02088,NULL,NULL,NULL,1
P10-8,33.303,-3.948,P10-8M11,12/4/2013 6:33,33.30267,-3.94778,NULL,NULL,NULL,1
P13-2,33.322,-3.773,P13-2Q,18/01/2011 07:33:00,33.32243,-3.77311,NULL,NULL,NULL,1
P09-1,33.228,-3.835,P09-1G,20/01/2011 07:15:00,33.22805,-3.83545,NULL,NULL,NULL,1
P06-5,33.209,-3.964,P06-5D,20/01/2011 08:21:00,33.20911,-3.96433,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3Q,22/01/2011 07:47:00,33.11964,-4.008,NULL,NULL,NULL,1
P03-2B,33.168,-4.044,P03-2BJ,22/01/2011 08:07:00,33.16835,-4.04417,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,P03-1BJ,22/01/2011 08:30:00,33.15829,-4.02029,NULL,NULL,NULL,1
P08-5,33.243,-3.936,P08-5,28/01/2011 07:49:00,33.24334,-3.93573,NULL,NULL,NULL,1
P05-7,33.181,-4.030,P05-7,1/2/2011 7:55,33.18125,-4.02987,NULL,NULL,NULL,1
P06-6,33.221,-3.985,P06-6,3/2/2011 7:27,33.22106,-3.98526,NULL,NULL,NULL,1
P06-8,33.242,-4.022,P06-8,3/2/2011 8:05,33.242,-4.02248,NULL,NULL,NULL,1
P06-6,33.221,-3.985,P06-6,8/2/2011 9:07,33.22106,-3.98526,NULL,NULL,NULL,1
P05-8,33.203,-4.046,P05-8,9/2/2011 8:32,33.20322,-4.04595,NULL,NULL,NULL,1
P03-3,33.145,-3.994,P03-3M17,17/04/2013 06:19:15,33.14457,-3.99377,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5M17,18/04/2013 07:08:29,33.1755,-4.02089,NULL,NULL,NULL,1
P13-2,33.322,-3.773,P13-2M30,23/04/2013 05:54:10,33.32244,-3.7731,D17M30,33.33073,-3.78046,1
P01-D,33.135,-3.954,P01DM14,24/04/2013 05:25:13,33.13509,-3.95393,NULL,NULL,NULL,1
P03-D,33.193,-3.994,P03-DM11,24/04/2013 06:31:28,33.19307,-3.99386,NULL,NULL,NULL,1
P08-1,33.204,-3.864,P08-1,21/02/2011 06:45:00,33.20401,-3.86441,NULL,NULL,NULL,1
P02-5,33.146,-4.041,P02-5,21/02/2011 08:27:00,33.1462,-4.04137,NULL,NULL,NULL,1
P05-4,33.176,-3.959,P05-4,23/02/2011 08:59:00,33.17586,-3.95855,NULL,NULL,NULL,1
P11-3,33.281,-3.863,P11-3,24/02/2011 07:18:00,33.28109,-3.86344,11P05D,33.27341,-3.85729,1
P09-2,33.234,-3.856,P09-2,25/02/2011 07:17:00,33.23379,-3.85593,NULL,NULL,NULL,1
P13-5,33.342,-3.821,P13-5,28/02/2011 08:27:00,33.34199,-3.82083,NULL,NULL,NULL,1
P07-7,33.255,-3.993,P07-7,2/3/2011 9:00,33.25453,-3.99276,NULL,NULL,NULL,1
P03-3,33.145,-3.994,P03-3,3/3/2011 6:40,33.14457,-3.99378,11P04U,33.1405,-3.99909,1
P03-3,33.145,-3.994,P03-3,3/3/2011 6:40,33.14457,-3.99378,11P03U,33.14081,-3.9929,1
P04-2,33.145,-3.936,P04-2,3/3/2011 7:09,33.14471,-3.93644,NULL,NULL,NULL,1
P09-8,33.285,-3.976,P09-8,3/3/2011 8:00,33.2847,-3.97554,NULL,NULL,NULL,1
P06-7,33.230,-4.005,P06-7,4/3/2011 7:32,33.23025,-4.00459,NULL,NULL,NULL,1
P05-5,33.181,-3.979,P05-5,8/3/2011 9:02,33.18114,-3.97949,NULL,NULL,NULL,1
P02-7,33.146,-4.081,P02-7,11/3/2011 6:45,33.14584,-4.08143,NULL,NULL,NULL,1
P04-1,33.136,-3.921,P04-1,15/03/2011 07:01:00,33.13625,-3.92145,NULL,NULL,NULL,1
P03-4,33.160,-4.007,P03-4,16/03/2011 07:05:00,33.16034,-4.00695,NULL,NULL,NULL,1
P06-9,33.236,-4.032,P06-9,17/03/2011 07:16:00,33.23574,-4.03174,NULL,NULL,NULL,1
P03-C,33.265,-3.882,P03c,17/03/2011 07:19:00,33.26451,-3.88204,NULL,NULL,NULL,1
P04-D,33.194,-3.962,P04D,18/03/2011 07:49:00,33.19364,-3.96159,11P08CG,33.19448,-3.95851,1
P09-3,33.243,-3.875,P09-3,22/03/2011 07:18:00,33.24265,-3.87467,NULL,NULL,NULL,1
P04-4,33.166,-3.973,P04-4,22/03/2011 07:49:00,33.16576,-3.97293,11P21N,33.15028,-3.97694,1
P04-4,33.166,-3.973,P04-4,22/03/2011 07:49:00,33.16576,-3.97293,11P02G,33.16167,-3.96549,1
P03-5,33.176,-4.021,P03-5,24/03/2011 07:10:00,33.1755,-4.02089,NULL,NULL,NULL,1
P05-C,33.232,-3.965,P05C-M20,7/5/2013 5:52,33.23212,-3.96542,NULL,NULL,NULL,1
P02-2,33.110,-3.988,P02-2M05,7/5/2013 6:42,33.11009,-3.98827,NULL,NULL,NULL,1
P10-1,33.254,-3.829,P10-1M20,14/05/2013 05:16:00,33.25445,-3.8293,NULL,NULL,NULL,1
P10-9,33.311,-3.967,P10-9M20,15/05/2013 06:55:00,33.31146,-3.96745,NULL,NULL,NULL,1
P03-3,33.145,-3.994,P03-3M03,16/05/2013 06:04:00,33.14463,-3.99372,NULL,NULL,NULL,1
P08-D,33.226,-3.870,P08D-M20,22/05/2013 06:24:00,33.22626,-3.86971,NULL,NULL,NULL,1
P05-3,33.172,-3.937,P05-3,28/03/2011 17:45:00,33.17236,-3.93711,NULL,NULL,NULL,1
P03-2,33.131,-3.977,P03-2,31/03/2011 06:15:00,33.13055,-3.97684,A001,33.13236,-3.9842,1
P03-2,33.131,-3.977,P03-2,31/03/2011 06:15:00,33.13055,-3.97684,11P18A,33.12931,-3.99626,1
P03-2,33.131,-3.977,P03-2,31/03/2011 06:15:00,33.13055,-3.97684,11P17A,33.1343,-3.97891,1
P05-6,33.180,-4.015,P05-6,1/4/2011 6:03,33.17974,-4.01499,11P50M,33.19225,-4.02698,1
P05-6,33.180,-4.015,P05-6,1/4/2011 6:03,33.17974,-4.01499,11P02FM,33.17861,-4.01264,1
P03-4,33.160,-4.007,P03-4,4/4/2011 7:12,33.16034,-4.00695,NULL,NULL,NULL,1
P02-4,33.133,-4.024,P02-4,6/4/2011 6:43,33.13312,-4.02376,NULL,NULL,NULL,1
P08-4,33.234,-3.917,P08-4,7/4/2011 8:02,33.23359,-3.91744,NULL,NULL,NULL,1
P07-1,33.196,-3.876,P07-1,14/04/2011 07:23:00,33.19586,-3.87636,NULL,NULL,NULL,1
P08-7,33.270,-3.971,P08-7,26/04/2011 06:12:00,33.26993,-3.97117,NULL,NULL,NULL,1
P06-2,33.198,-3.898,P06-2M06,4/3/2015 8:01,33.19825,-3.89792,D03M06,33.20119,-3.89713,1
P06-2,33.198,-3.898,P06-2M06,4/3/2015 8:01,33.19825,-3.89792,D04M06,33.20165,-3.91737,1
P04-8,33.202,-4.033,P04-8M30,10/3/2015 6:55,33.20248,-4.03305,NULL,NULL,NULL,1
P04-D,33.194,-3.962,P04-DM30,13/03/2015 07:28:00,33.19364,-3.96159,NULL,NULL,NULL,1
P03-4B,33.180,-4.076,P03-4BM14,17/03/2015 07:40:00,33.18039,-4.07643,NULL,NULL,NULL,1
P07-1,33.196,-3.876,P07-1M14,18/03/2015 06:42:00,33.19587,-3.87637,D11M14,33.20624,-3.88784,1
P03-1B,33.158,-4.020,P03-1D M20,19/03/2015 07:25:00,33.1583,-4.02021,NULL,NULL,NULL,1
P03-2B,33.168,-4.044,P03-2BM20,19/03/2015 07:45:00,33.16835,-4.04417,NULL,NULL,NULL,1
P04-5,33.176,-3.991,P04-5M20,20/03/2015 06:24:00,33.17589,-3.9908,NULL,NULL,NULL,1
P04-4,33.166,-3.973,P04-4M05,26/03/2015 06:59:00,33.16585,-3.97307,D08M05,33.16154,-3.99035,1
P10-8,33.303,-3.948,P10-8M20,31/03/2015 06:56:00,33.30266,-3.94775,NULL,NULL,NULL,1
P07-4,33.223,-3.932,P07-4M30,3/4/2015 6:19,33.22268,-3.93225,D07M30,33.22955,-3.93839,1
P09-2,33.234,-3.856,P09-2M25,9/4/2015 6:23,33.23381,-3.85594,D07M25,33.24006,-3.85422,1
P06-3,33.202,-3.919,P06-3,2/5/2011 7:01,33.2023,-3.91902,NULL,NULL,NULL,1
P03-C,33.265,-3.882,P03c,3/5/2011 5:22,33.26451,-3.88204,NULL,NULL,NULL,1
P02-C,33.295,-3.841,P02c,3/5/2011 6:03,33.29458,-3.84073,NULL,NULL,NULL,1
P12-3,33.304,-3.824,P12-3,4/5/2011 6:53,33.30424,-3.8242,NULL,NULL,NULL,1
P04-1,33.136,-3.921,P04-1,6/5/2011 5:29,33.13625,-3.92145,NULL,NULL,NULL,1
P04-5,33.176,-3.991,P04-5,6/5/2011 7:06,33.17586,-3.9908,NULL,NULL,NULL,1
P05-1,33.167,-3.891,P05-1M06,14/04/2015 05:45:00,33.1666,-3.89125,NULL,NULL,NULL,1
P03-1B,33.158,-4.020,P03-1B M06,17/04/2015 06:37:00,33.1583,-4.02017,NULL,NULL,NULL,1
P07-5,33.235,-3.948,P07-5M30,18/04/2015 05:52:00,33.23495,-3.94797,D08M30,33.22951,-3.93839,1
P10-4,33.281,-3.888,P10-4M14,18/04/2015 07:27:00,33.28101,-3.88753,D34M14,33.28875,-3.89308,1
P06-7,33.230,-4.005,P06-7,10/5/2011 6:04,33.23025,-4.00459,NULL,NULL,NULL,1
P07-2,33.210,-3.890,P07-2,17/05/2011 05:43:00,33.21034,-3.88954,NULL,NULL,NULL,1
P09-2,33.234,-3.856,P09-2,17/05/2011 05:45:00,33.23379,-3.85593,NULL,NULL,NULL,1
P06-3,33.202,-3.919,P06-3,20/05/2011 06:05:00,33.2023,-3.91902,NULL,NULL,NULL,1
P04-6,33.184,-4.004,P04-6,24/05/2011 05:24:00,33.18443,-4.00404,11P05N,33.17495,-3.9838,1
P04-8,33.202,-4.033,P04-8,24/05/2011 06:00:00,33.20248,-4.03304,11P34N,33.20536,-4.04097,1
P02-1,33.100,-3.968,P02-1,30/05/2011 05:12:00,33.10033,-3.96792,NULL,NULL,NULL,1
P02-2,33.110,-3.988,P02-2,30/05/2011 05:26:00,33.10997,-3.98805,NULL,NULL,NULL,1
P02-3,33.120,-4.008,P02-3,30/05/2011 05:43:00,33.11964,-4.008,NULL,NULL,NULL,1
P03-5,33.176,-4.021,P03-5,1/6/2011 6:23,33.1755,-4.02089,NULL,NULL,NULL,1
P06-8,33.242,-4.022,P06-8,2/6/2011 5:57,33.242,-4.02248,NULL,NULL,NULL,1
P01-C,33.286,-3.825,P01C,7/6/2011 5:19,33.28568,-3.82545,N01,33.28392,-3.82773,1
